id,year,course name,status
2518515,3,engg. & tech.,not allowed
2786589,1,computer appplication,not allowed
2786590,2,computer appplication,not allowed
2786608,1,management,allowed
2786614,1,commerce,allowed
2786615,2,commerce,allowed
2786616,3,commerce,allowed
2786633,1,computer application,allowed
2786634,2,computer application,allowed
2786635,3,computer application,allowed
2786659,1,bio chemistry,allowed
2786660,2,bio chemistry,allowed
2786661,3,bio chemistry,allowed
2786665,1,buisiness administration,not allowed
2786666,2,buisiness administration,not allowed
2786667,3,buisiness administration,not allowed
2786671,1,corporate secaratoryship,not allowed
2786672,2,corporate secaratoryship,not allowed
2786673,3,corporate secaratoryship,not allowed
2786674,1,commerce,allowed
2786675,2,commerce,allowed
2786679,1,english,allowed
2786680,2,english,allowed
2786681,3,english,allowed
2786698,1,ee,allowed
2786699,2,ee,allowed
2786700,3,ee,allowed
2786701,4,ee,allowed
2786708,1,ee,allowed
2786709,2,ee,allowed
2786710,3,ee,allowed
2786720,1,digital communicati ons,not allowed
2786721,2,digital communicati ons,not allowed
2786722,1,mca,allowed
2786723,2,mca,allowed
2786724,3,mca,allowed
2786742,1,computer,allowed
2786743,2,computer,allowed
2786744,1,commerce,allowed
2786755,1,bio chemistry,allowed
2786756,2,bio chemistry,allowed
2786757,3,bio chemistry,allowed
2786805,1,english,allowed
2786841,1,commerce,allowed
2786842,2,commerce,allowed
2786843,3,commerce,allowed
2786935,1,english,allowed
2786936,2,english,allowed
2786956,1,m.i.l,not allowed
2786957,2,m.i.l,not allowed
2786958,3,m.i.l,not allowed
2786965,1,history,allowed
2786966,2,history,allowed
2786967,3,history,allowed
2786982,1,tool & die making,not allowed
2786983,2,tool & die making,not allowed
2786984,3,tool & die making,not allowed
2786985,4,tool & die making,not allowed
2787044,1,chemistry,allowed
2787045,2,chemistry,allowed
2787046,3,chemistry,allowed
2787056,1,ai & as,not allowed
2787057,2,ai & as,not allowed
2787058,3,ai & as,not allowed
2787085,1,arts,allowed
2787086,2,arts,allowed
2787087,3,arts,allowed
2787140,1,management,allowed
2787141,2,management,allowed
2787142,3,management,allowed
2787144,1,management,allowed
2787145,2,management,allowed
2787146,3,management,allowed
2786861,1,politics,not allowed
2786868,2,zoology,allowed
2786867,1,zoology,allowed
2786869,3,zoology,allowed
2786862,2,politics,not allowed
2786863,3,politics,not allowed
2787200,1,information technology,not allowed
2787201,2,information technology,allowed
2787202,3,information technology,allowed
2787221,1,coumputer science,allowed
2787222,1,coumputer science,allowed
2787223,2,coumputer science,allowed
2787224,2,coumputer science,allowed
2787225,3,coumputer science,allowed
2787226,3,coumputer science,allowed
2787241,1,physiotherapy,allowed
2787242,2,physiotherapy,allowed
2787243,3,physiotherapy,allowed
2787244,4,physiotherapy,allowed
2787245,5,physiotherapy,allowed
2787250,1,science,allowed
2787251,2,science,allowed
2787252,3,science,allowed
2784278,3,arts,allowed
2784277,2,arts,allowed
2784276,1,arts,allowed
2549124,2,commerce,allowed
2549127,2,arts,allowed
2549125,3,commerce,allowed
2549123,1,commerce,allowed
2549126,1,arts,allowed
2549128,3,arts,allowed
2787400,1,mechanical engineering,allowed
2787401,2,mechanical engineering,allowed
2787402,3,mechanical engineering,allowed
2787443,1,commerce,allowed
2787444,2,commerce,allowed
2787549,1,commerce,allowed
2787550,2,commerce,allowed
2787557,1,sanskrit,allowed
2787558,2,sanskrit,allowed
2787559,3,sanskrit,allowed
2787563,1,maths,allowed
2787564,2,maths,allowed
2787565,3,maths,allowed
2787623,1,physics,allowed
2787624,2,physics,allowed
2787625,3,physics,allowed
2787650,1,mbbs,allowed
2787651,2,mbbs,allowed
2787652,3,mbbs,allowed
2787653,4,mbbs,allowed
2787654,5,mbbs,allowed
2787655,5,mbbs,allowed
2787699,1,science,allowed
2787700,2,science,allowed
2787701,3,science,allowed
2787712,1,software computer science,not allowed
2787713,2,software computer science,not allowed
2787714,3,software computer science,not allowed
2787716,1,computer science,allowed
2787717,2,computer science,allowed
2787718,3,computer science,allowed
2787740,4,commerce,not allowed
2787749,1,commerce,allowed
2787750,2,commerce,allowed
2787751,1,bio-chemistry,allowed
2787752,2,bio-chemistry,allowed
2787776,1,chemistry,allowed
2787777,2,chemistry,allowed
2787778,3,chemistry,allowed
2787849,1,civil,allowed
2787850,2,civil,allowed
2787851,3,civil,allowed
2787893,1,diploma,not allowed
2787894,2,diploma,not allowed
2787895,3,diploma,not allowed
2787912,1,education,allowed
2787913,2,education,allowed
2652807,2,science,allowed
2652801,1,industrial microbiology,not allowed
2652809,4,science,allowed
2652802,2,industrial microbiology,not allowed
2652806,1,science,allowed
2652803,3,industrial microbiology,not allowed
2652808,3,science,allowed
2787917,1,computer engineering,allowed
2787918,2,computer engineering,allowed
2787919,3,computer engineering,allowed
2787937,1,co-education,not allowed
2787938,2,co-education,not allowed
2787946,1,education,allowed
2788059,1,pathology,not allowed
2788060,2,pathology,not allowed
2788061,3,pathology,not allowed
2788062,1,anatomy,allowed
2788063,2,anatomy,allowed
2788064,3,anatomy,allowed
2788111,1,nursing,allowed
2788112,2,nursing,allowed
2788114,1,nursing,allowed
2788115,2,nursing,allowed
2788124,1,m.com,not allowed
2788125,2,m.com,not allowed
2788191,1,physics,allowed
2788192,2,physics,allowed
2788193,3,physics,allowed
2788218,1,history,allowed
2788219,2,history,allowed
2788220,3,history,allowed
2788221,1,maithili,allowed
2788222,2,maithili,allowed
2788223,3,maithili,allowed
2713258,2,b.com.(gen.e/m),not allowed
2713257,1,b.com.(gen.e/m),not allowed
2713259,3,b.com.(gen.e/m),not allowed
2788292,1,all subjects,not allowed
2788293,2,all subjects,not allowed
2788294,3,all subjects,not allowed
2785859,3,electronics and communication engineering,allowed
2785878,3,applied sc.,not allowed
2785862,2,computer science and engineering,allowed
2785877,2,applied sc.,not allowed
2785860,4,electronics and communication engineering,allowed
2785858,2,electronics and communication engineering,allowed
2785879,4,applied sc.,not allowed
2785861,1,computer science and engineering,allowed
2785863,3,computer science and engineering,allowed
2785876,1,applied sc.,not allowed
2785857,1,electronics and communication engineering,allowed
2785864,4,computer science and engineering,allowed
2788365,1,chemistry,allowed
2788366,2,chemistry,allowed
2788367,3,chemistry,allowed
2788380,1,electronics,allowed
2788381,2,electronics,allowed
2788382,3,electronics,allowed
2788383,1,b.com (p),not allowed
2788384,2,b.com (p),not allowed
2788385,3,b.com (p),not allowed
2788392,1,arts,allowed
2788393,2,arts,allowed
2788394,3,arts,allowed
2788400,1,computer application,allowed
2788406,1,comp science,not allowed
2788407,2,comp science,not allowed
2788408,3,comp science,not allowed
2788431,1,bbi,not allowed
2788432,2,bbi,not allowed
2788433,3,bbi,not allowed
2788434,1,commerce,allowed
2788435,2,commerce,allowed
2788436,3,commerce,allowed
2788523,1,vocational,not allowed
2788524,2,vocational,not allowed
2788525,3,vocational,not allowed
2788526,1,c bc bt,not allowed
2788527,2,c bc bt,not allowed
2788528,3,c bc bt,not allowed
2788575,1,english,allowed
2788576,2,english,allowed
2788585,1,science,allowed
2788586,2,science,allowed
2788587,3,science,allowed
2788637,1,ee,allowed
2788638,2,ee,allowed
2788639,3,ee,allowed
2788657,1,social work,not allowed
2788658,2,social work,not allowed
2635245,3,english,allowed
2635243,1,english,allowed
2635244,2,english,allowed
2788809,1,commerce,allowed
2788810,2,commerce,allowed
2788811,3,commerce,allowed
2788816,1,biological sciences,not allowed
2788817,1,social studies,not allowed
2788821,1,science,allowed
2788822,2,science,allowed
2788823,3,science,allowed
2788836,1,arts,allowed
2788837,2,arts,allowed
2788838,3,arts,allowed
2788959,1,political sc,not allowed
2788960,2,political sc,not allowed
2788973,1,economics,allowed
2788974,2,economics,allowed
2789059,1,arts,allowed
2789060,2,arts,allowed
2789061,3,arts,allowed
2789081,1,science,allowed
2789082,2,science,allowed
2789083,3,science,allowed
2789142,1,civil,allowed
2789143,2,civil,allowed
2789144,3,civil,allowed
2789168,1,economics,allowed
2789169,2,economics,allowed
2789190,1,english,allowed
2789191,2,english,allowed
2789192,3,english,allowed
2789217,1,computer science,allowed
2789218,2,computer science,allowed
2789219,3,computer science,allowed
2789231,1,botany,allowed
2789232,1,botany,allowed
2789233,2,botany,allowed
2789267,1,information technology,not allowed
2789268,2,information technology,allowed
2789269,3,information technology,allowed
2789354,1,computer,allowed
2789355,2,computer,allowed
2789356,3,computer,allowed
2789366,1,co-operation,not allowed
2789367,2,co-operation,not allowed
2789368,3,co-operation,not allowed
2789425,1,mechanical engineering,allowed
2789426,2,mechanical engineering,allowed
2789427,3,mechanical engineering,allowed
2789428,4,mechanical engineering,allowed
2789449,1,building construction and mangement,allowed
2789450,2,building construction and mangement,allowed
2789451,3,building construction and mangement,allowed
2789452,4,building construction and mangement,allowed
2789453,5,building construction and mangement,allowed
2789454,1,interior design,allowed
2789455,2,interior design,allowed
2789456,3,interior design,allowed
2789457,4,interior design,allowed
2789458,5,interior design,allowed
2789489,4,law,allowed
2789496,1,engineering,allowed
2789497,2,engineering,allowed
2789503,1,engineering,allowed
2789504,2,engineering,allowed
2789505,3,engineering,allowed
2789506,4,engineering,allowed
2789524,4,engineering,allowed
2789546,4,computer applications,allowed
2789547,1,computer applications,allowed
2789548,2,computer applications,allowed
2789549,3,computer applications,allowed
2789551,4,sciences,not allowed
2789650,1,jain darshan,not allowed
2789651,2,jain darshan,not allowed
2789652,4,jain darshan,not allowed
2789660,1,dharmashastra,not allowed
2789661,2,dharmashastra,not allowed
2730815,1,marathi,allowed
2730819,2,marathi,allowed
2730818,1,marathi,allowed
2730816,2,marathi,allowed
2730817,3,marathi,allowed
2789664,1,management,allowed
2789665,2,management,allowed
2789666,3,management,allowed
2789701,1,computational mathematics,not allowed
2789702,2,computational mathematics,not allowed
2789704,1,master of computer application,not allowed
2789705,2,master of computer application,not allowed
2789706,3,master of computer application,not allowed
2789712,1,power & energy systems,not allowed
2789713,2,power & energy systems,not allowed
2789714,4,electrical & electronics engineering,allowed
2789724,1,computer engineering,allowed
2789725,2,computer engineering,allowed
2789726,3,computer engineering,allowed
2789727,4,computer engineering,allowed
2789733,1,electronics & communication engg,allowed
2789734,2,electronics & communication engg,allowed
2789735,3,electronics & communication engg,allowed
2789736,4,electronics & communication engg,allowed
2789739,4,school of management,not allowed
2789753,1,information technology,not allowed
2789754,2,information technology,allowed
2789755,3,information technology,allowed
2789756,4,information technology,allowed
2789783,1,structural engineering,not allowed
2789784,2,structural engineering,not allowed
2789787,1,transportation engineering,not allowed
2789788,2,transportation engineering,not allowed
2789789,1,construction technology and management,not allowed
2789790,2,construction technology and management,not allowed
2777411,3,commerce,allowed
2777410,2,commerce,allowed
2777409,1,commerce,allowed
2789848,1,compulsory,not allowed
2789849,2,compulsory,not allowed
2789850,3,compulsory,not allowed
2789907,1,nursing,allowed
2789908,2,nursing,allowed
2789121,1,marathi,allowed
2789122,2,marathi,allowed
2789970,1,computer,allowed
2789245,2,management,allowed
2789244,1,management,allowed
2789246,3,management,allowed
2790085,1,education,allowed
2790086,2,education,allowed
2790104,1,electronics & comm engg,not allowed
2790105,2,electronics & comm engg,not allowed
2790106,3,electronics & comm engg,not allowed
2790115,1,finance,allowed
2790116,2,finance,allowed
2790117,3,finance,allowed
2790167,1,commerce,allowed
2790168,2,commerce,allowed
2790169,3,commerce,allowed
2419419,3,b.com.,not allowed
2419418,2,b.com.,not allowed
2419417,1,b.com.,not allowed
2790289,1,electrical engineering,allowed
2790290,2,electrical engineering,allowed
2790291,3,electrical engineering,allowed
2790384,1,general,allowed
2790385,2,general,allowed
2790396,1,i.t,not allowed
2790397,2,i.t,not allowed
2790398,3,i.t,not allowed
2790417,1,ca,allowed
2790418,2,ca,allowed
2790419,3,ca,allowed
2790434,1,mechanical related subjects,not allowed
2790435,2,mechanical related subjects,not allowed
2790436,3,mechanical related subjects,not allowed
2790437,4,mechanical related subjects,not allowed
2790454,1,information subjects,not allowed
2790455,2,information subjects,not allowed
2790456,3,information subjects,not allowed
2790457,4,information subjects,not allowed
2790463,1,science,allowed
2790464,2,science,allowed
2790465,3,science,allowed
2790478,1,arts,allowed
2790479,2,arts,allowed
2790480,3,arts,allowed
2790499,1,dental,allowed
2790500,2,dental,allowed
2790501,3,dental,allowed
2790502,4,dental,allowed
2790503,5,dental,allowed
2790519,1,ece,allowed
2790520,2,ece,allowed
2790521,3,ece,allowed
2790522,4,ece,allowed
2790539,1,sahitya,not allowed
2790540,2,sahitya,not allowed
2789391,3,management,allowed
2789389,1,management,allowed
2789390,2,management,allowed
2790594,1,chmistry,not allowed
2790595,2,chmistry,not allowed
2790598,1,bca,not allowed
2790599,2,bca,not allowed
2790600,3,bca,not allowed
2790572,1,zoology,allowed
2790573,2,zoology,allowed
2790657,4,education,allowed
2790655,2,education,allowed
2790653,3,community medicine,not allowed
2790651,1,community medicine,not allowed
2790652,2,community medicine,not allowed
2790654,1,education,allowed
2790658,5,education,allowed
2790649,2,anatomy,allowed
2790656,3,education,allowed
2790648,1,anatomy,allowed
2790650,3,anatomy,allowed
2790666,1,arts/commerce/science/maths,not allowed
2790667,2,arts/commerce/science/maths,not allowed
2790677,1,management,allowed
2790678,2,management,allowed
2790679,3,management,allowed
2790718,1,mechanical,allowed
2790719,2,mechanical,allowed
2790720,3,mechanical,allowed
2790721,4,mechanical,allowed
2789348,1,management,allowed
2789335,4,technical,allowed
2789341,2,technical,allowed
2789342,3,technical,allowed
2789334,3,technical,allowed
2789349,2,management,allowed
2789343,4,technical,allowed
2789333,2,technical,allowed
2789340,1,technical,allowed
2789332,1,technical,allowed
2790839,1,civil engineering,allowed
2790840,2,civil engineering,allowed
2790841,3,civil engineering,allowed
2790845,1,education,allowed
2790846,2,education,allowed
2790870,1,commerce,allowed
2790871,2,commerce,allowed
2790874,1,arts,allowed
2790875,2,arts,allowed
2790876,3,arts,allowed
2790886,1,science,allowed
2790887,2,science,allowed
2790888,3,science,allowed
2790889,1,education,allowed
2790890,2,education,allowed
2790904,4,botany,allowed
2790909,1,biochemistry,not allowed
2790910,2,biochemistry,not allowed
2791033,1,mathematics,allowed
2791034,2,mathematics,allowed
2791168,1,ug,allowed
2791169,2,ug,allowed
2791170,3,ug,allowed
2791171,4,ug,allowed
2791192,1,bzc,allowed
2791193,2,bzc,allowed
2791194,3,bzc,allowed
2791212,1,anaesthesiology,not allowed
2791213,2,anaesthesiology,not allowed
2791214,3,anaesthesiology,not allowed
2791250,1,business administration,allowed
2791251,2,business administration,allowed
2791252,3,business administration,allowed
2791288,1,commerce,allowed
2791289,2,commerce,allowed
2791290,3,commerce,allowed
2791359,1,science,allowed
2791360,2,science,allowed
2791361,3,science,allowed
2791409,1,b.sc-m.p.c,not allowed
2791410,2,b.sc-m.p.c,not allowed
2791411,3,b.sc-m.p.c,not allowed
2791441,1,education,allowed
2791442,2,education,allowed
2791443,1,botany,allowed
2791444,2,botany,allowed
2791445,3,botany,allowed
2791452,1,pali,allowed
2791453,2,pali,allowed
2791454,3,pali,allowed
2791568,1,science(bzc),not allowed
2791569,2,science(bzc),not allowed
2791570,3,science(bzc),not allowed
2791589,1,science,allowed
2791590,2,science,allowed
2791591,3,science,allowed
2791617,1,arts,allowed
2791618,2,arts,allowed
2791619,3,arts,allowed
2791654,1,education,allowed
2791655,2,education,allowed
2791678,1,arts,allowed
2791679,2,arts,allowed
2791680,3,arts,allowed
2791726,1,mechanical,allowed
2791727,2,mechanical,allowed
2791728,3,mechanical,allowed
2791741,1,commerce,allowed
2791742,2,commerce,allowed
2791743,3,commerce,allowed
2617028,3,commerce,allowed
2617027,2,commerce,allowed
2617026,1,commerce,allowed
2791858,1,law,allowed
2791859,2,law,allowed
2791860,3,law,allowed
2791861,1,3 year ll.b course,not allowed
2791862,2,3 year ll.b course,not allowed
2791863,3,3 year ll.b course,not allowed
2791877,1,education,allowed
2792023,4,arthroscopy,not allowed
2792027,1,coumputer science,allowed
2792028,2,coumputer science,allowed
2792029,3,coumputer science,allowed
2622504,1,nano science & technology,not allowed
2622496,2,aero dynamics,not allowed
2622464,4,chemical engineering,allowed
2622462,2,chemical engineering,allowed
2622495,1,aero dynamics,not allowed
2622469,1,chemical engineering,allowed
2622438,2,scientific computing,not allowed
2622470,2,chemical engineering,allowed
2792086,4,science,allowed
2622463,3,chemical engineering,allowed
2792127,1,information security,not allowed
2622461,1,chemical engineering,allowed
2622505,2,nano science & technology,not allowed
2792136,2,information security,not allowed
2622437,1,scientific computing,not allowed
2792200,1,computer,allowed
2792201,2,computer,allowed
2792202,3,computer,allowed
2792234,1,science,allowed
2792235,2,science,allowed
2792236,3,science,allowed
2792237,4,science,allowed
2792251,1,computer science (lateral entry),not allowed
2792252,1,management,allowed
2792253,2,management,allowed
2792254,3,management,allowed
2792304,1,business administration,allowed
2792305,2,business administration,allowed
2792306,3,business administration,allowed
2792336,1,bcom computer,not allowed
2792337,2,bcom computer,not allowed
2792338,3,bcom computer,not allowed
2792342,1,bcom finance and taxation,not allowed
2792343,2,bcom finance and taxation,not allowed
2792344,3,bcom finance and taxation,not allowed
2792348,1,bcom marketing,not allowed
2792349,2,bcom marketing,not allowed
2792350,3,bcom marketing,not allowed
2792377,1,arts,allowed
2792378,2,arts,allowed
2792379,3,arts,allowed
2792380,1,mpcs,allowed
2792381,2,mpcs,allowed
2792382,3,mpcs,allowed
2792464,1,science,allowed
2792465,2,science,allowed
2792466,3,science,allowed
2792540,1,history,allowed
2792541,2,history,allowed
2792542,3,history,allowed
2792543,1,commerce,allowed
2792544,2,commerce,allowed
2792545,3,commerce,allowed
2724614,1,education,allowed
2724615,2,education,allowed
2792625,1,bcom (general),not allowed
2792626,2,bcom (general),not allowed
2792627,3,bcom (general),not allowed
2792662,1,comp(em),not allowed
2792663,2,comp(em),not allowed
2792664,3,comp(em),not allowed
2792677,1,bzc,allowed
2792678,2,bzc,allowed
2792679,3,bzc,allowed
2792683,1,mecs,allowed
2792684,2,mecs,allowed
2792685,3,mecs,allowed
2792692,1,btzc,not allowed
2792693,2,btzc,not allowed
2792694,3,btzc,not allowed
2792703,1,mech,not allowed
2792705,3,mech,not allowed
2792704,2,mech,not allowed
2792706,4,mech,not allowed
2792742,1,pg.diploma,not allowed
2789808,1,mecs,allowed
2789809,2,mecs,allowed
2789810,3,mecs,allowed
2792774,1,commerce,allowed
2792775,2,commerce,allowed
2792776,3,commerce,allowed
2792807,1,english,allowed
2792810,1,physical science,not allowed
2792902,1,eep,not allowed
2792903,2,eep,not allowed
2792904,3,eep,not allowed
2792931,1,nursing,allowed
2792932,2,nursing,allowed
2792933,3,nursing,allowed
2792934,4,nursing,allowed
2792943,1,physical science,not allowed
2792945,1,arts,allowed
2792946,2,arts,allowed
2792947,3,arts,allowed
2792948,1,commerce,allowed
2792949,2,commerce,allowed
2792950,3,commerce,allowed
2792963,1,cbz,allowed
2792964,2,cbz,allowed
2792965,3,cbz,allowed
2792969,1,computer,allowed
2792970,2,computer,allowed
2792971,3,computer,allowed
2792978,1,mpc,allowed
2792979,2,mpc,allowed
2792980,3,mpc,allowed
2793014,1,commerce,allowed
2793015,2,commerce,allowed
2793016,3,commerce,allowed
2793035,1,education,allowed
2793048,1,computer engineering,allowed
2793049,2,computer engineering,allowed
2793050,3,computer engineering,allowed
2793076,1,economics,allowed
2793126,1,computer applications,allowed
2793127,2,computer applications,allowed
2793128,3,computer applications,allowed
2793163,4,coumputer science,allowed
2793177,1,computer science & engineering,allowed
2793178,2,computer science & engineering,allowed
2793179,3,computer science & engineering,allowed
2793180,4,computer science & engineering,allowed
2793181,5,computer science & engineering,allowed
2793186,4,coumputer science,allowed
2793236,1,dmrd,not allowed
2793237,2,dmrd,not allowed
2793238,1,tb & chest,not allowed
2793239,2,tb & chest,not allowed
2793240,3,tb & chest,not allowed
2793247,1,medicine,not allowed
2793248,2,medicine,not allowed
2793249,3,medicine,not allowed
2793354,1,electrical & electronics engineering,allowed
2793355,2,electrical & electronics engineering,allowed
2793356,3,electrical & electronics engineering,allowed
2793357,1,civil engineering,allowed
2793358,2,civil engineering,allowed
2793359,3,civil engineering,allowed
2793366,4,sahitya,not allowed
2708388,3,arts,allowed
2708371,3,hons.,not allowed
2708387,2,arts,allowed
2708370,2,hons.,not allowed
2708369,1,hons.,not allowed
2708386,1,arts,allowed
2793392,1,instrumentation engineering,not allowed
2793393,2,instrumentation engineering,not allowed
2793394,3,instrumentation engineering,not allowed
2793395,4,instrumentation engineering,not allowed
2793396,1,mba,allowed
2793397,2,mba,allowed
2793472,1,commerce,allowed
2793473,2,commerce,allowed
2793474,3,commerce,allowed
2793532,1,commerce,allowed
2793533,2,commerce,allowed
2793534,3,commerce,allowed
2793504,3,civil,allowed
2793502,1,civil,allowed
2793503,2,civil,allowed
2793505,4,civil,allowed
2793600,1,cmmerce,not allowed
2793601,2,cmmerce,not allowed
2793602,3,cmmerce,not allowed
2793651,1,library and information,not allowed
2793733,1,science,allowed
2793734,2,science,allowed
2793735,3,science,allowed
2793751,1,cad/cam,not allowed
2793752,2,cad/cam,not allowed
2793774,1,mechanical engineering,allowed
2793775,2,mechanical engineering,allowed
2793776,3,mechanical engineering,allowed
2793777,4,mechanical engineering,allowed
2793789,1,electrical and electronics engineering,not allowed
2793790,2,electrical and electronics engineering,not allowed
2793791,3,electrical and electronics engineering,not allowed
2793792,4,electrical and electronics engineering,not allowed
2793801,1,vlsi design and signal processing,not allowed
2793802,2,vlsi design and signal processing,not allowed
2793814,1,computer science,allowed
2793815,2,computer science,allowed
2793816,3,computer science,allowed
2793826,1,physical education,not allowed
2793827,2,physical education,not allowed
2793828,1,arts,allowed
2793829,2,arts,allowed
2793830,3,arts,allowed
2793859,1,history,allowed
2793860,2,history,allowed
2793861,3,history,allowed
2793930,1,psychology,allowed
2793931,2,psychology,allowed
2793932,3,psychology,allowed
2793939,1,bengali,allowed
2793940,2,bengali,allowed
2793941,3,bengali,allowed
2793951,1,economics,allowed
2793952,2,economics,allowed
2793953,3,economics,allowed
2793972,1,mathematics,allowed
2793973,2,mathematics,allowed
2793974,3,mathematics,allowed
2794032,1,english,allowed
2794033,2,english,allowed
2794034,3,english,allowed
2794047,1,economics,allowed
2794048,2,economics,allowed
2794049,3,economics,allowed
2794065,1,arts,allowed
2794066,2,arts,allowed
2794067,3,arts,allowed
2794101,1,gandhian thought,not allowed
2794102,2,gandhian thought,not allowed
2794103,3,gandhian thought,not allowed
2794119,1,english,allowed
2794120,2,english,allowed
2794121,3,english,allowed
2794137,1,botany,allowed
2794138,2,botany,allowed
2794139,3,botany,allowed
2794168,1,arts,allowed
2794169,2,arts,allowed
2794170,3,arts,allowed
2794314,1,chemical,not allowed
2794315,2,chemical,not allowed
2794316,3,chemical,not allowed
2794317,4,chemical,not allowed
2794330,1,communication and signal processing,not allowed
2794331,2,communication and signal processing,not allowed
2794338,1,mechanical,allowed
2794339,2,mechanical,allowed
2794340,3,mechanical,allowed
2794341,4,mechanical,allowed
2794368,1,ug,allowed
2794369,2,ug,allowed
2794370,3,ug,allowed
2794403,1,law,allowed
2794404,2,law,allowed
2794405,3,law,allowed
2794406,4,law,allowed
2794407,5,law,allowed
2794425,1,vlsi,not allowed
2794426,2,vlsi,not allowed
2794536,1,computer,allowed
2794537,2,computer,allowed
2794538,3,computer,allowed
2794539,4,computer,allowed
2794548,1,civil,allowed
2794549,2,civil,allowed
2794550,3,civil,allowed
2794551,4,civil,allowed
2794571,1,arts,allowed
2794572,2,arts,allowed
2794573,3,arts,allowed
2794624,1,chemistry,allowed
2794625,2,chemistry,allowed
2794626,1,zoology,allowed
2794627,2,zoology,allowed
2794719,1,spl. education,not allowed
2794720,2,spl. education,not allowed
2794721,1,special education (h.i.),not allowed
2794722,2,special education (h.i.),not allowed
2794739,1,electrical & electronics engineering,allowed
2794740,2,electrical & electronics engineering,allowed
2794741,3,electrical & electronics engineering,allowed
2794742,4,electrical & electronics engineering,allowed
2794755,1,education,allowed
2794756,2,education,allowed
2794762,1,hindi,allowed
2794763,2,hindi,allowed
2794764,3,hindi,allowed
2794790,4,jmc,not allowed
2794792,4,sanskrit,allowed
2794795,4,hindi,allowed
2794801,4,music,allowed
2794830,1,economics,allowed
2794831,2,economics,allowed
2794842,1,political science,allowed
2794843,2,political science,allowed
2794876,1,mba,allowed
2794877,2,mba,allowed
2794927,3,arts,allowed
2794925,1,arts,allowed
2794926,2,arts,allowed
2794932,1,pharmaceutics,not allowed
2794933,2,pharmaceutics,not allowed
2794947,1,computers,not allowed
2794948,2,computers,not allowed
2794949,3,computers,not allowed
2795042,1,mpharmacypa,not allowed
2795043,2,mpharmacypa,not allowed
2795044,1,mpharmacy,not allowed
2795045,2,mpharmacy,not allowed
2795049,1,travel tourism & hospitality management,not allowed
2795050,2,travel tourism & hospitality management,not allowed
2795051,3,travel tourism & hospitality management,not allowed
2788919,1,commerce,allowed
2788921,3,commerce,allowed
2788920,2,commerce,allowed
2795074,1,library & information & science,not allowed
2795092,1,philosophy,allowed
2795093,2,philosophy,allowed
2795094,3,philosophy,allowed
2795109,1,saskrit,not allowed
2795110,2,saskrit,not allowed
2795111,3,saskrit,not allowed
2795124,1,chemistry,allowed
2795125,2,chemistry,allowed
2795126,3,chemistry,allowed
2795133,1,pol-science,not allowed
2795134,2,pol-science,not allowed
2795135,3,pol-science,not allowed
2795182,1,psychology,allowed
2795183,2,psychology,allowed
2795184,3,psychology,allowed
2795197,1,electrical,allowed
2795198,1,electrical,allowed
2795199,2,electrical,allowed
2795200,2,electrical,allowed
2795201,3,electrical,allowed
2795202,3,electrical,allowed
2795229,1,education,allowed
2795242,1,nursing,allowed
2795243,2,nursing,allowed
2795244,3,nursing,allowed
2795296,1,medical surgical nursing,not allowed
2795297,2,medical surgical nursing,not allowed
2795308,1,mechanical,allowed
2795309,2,mechanical,allowed
2795310,3,mechanical,allowed
2795311,4,mechanical,allowed
2795323,1,civil engg,not allowed
2795324,2,civil engg,not allowed
2795325,3,civil engg,not allowed
2795326,4,civil engg,not allowed
2795334,1,btc-2012,not allowed
2795335,2,btc-2012,not allowed
2795352,1,arts,allowed
2795353,1,arts,allowed
2795354,2,arts,allowed
2795355,2,arts,allowed
2795356,3,arts,allowed
2795357,3,arts,allowed
2795364,1,science,allowed
2795365,1,science,allowed
2795366,2,science,allowed
2795367,2,science,allowed
2795368,3,science,allowed
2795369,3,science,allowed
2795498,1,fashion communication,not allowed
2795499,2,fashion communication,not allowed
2795500,3,fashion communication,not allowed
2795501,4,fashion communication,not allowed
2795583,1,information technology,not allowed
2795584,2,information technology,allowed
2795585,3,information technology,allowed
2795586,4,information technology,allowed
2795594,1,data science,not allowed
2795595,2,data science,not allowed
2795608,4,humanities and social science (h,not allowed
2795616,1,electronics and communication engineering,allowed
2795617,2,electronics and communication engineering,allowed
2795634,4,mechanical engineering,allowed
2795685,1,arts,allowed
2795686,2,arts,allowed
2795687,3,arts,allowed
2795703,1,arts,allowed
2795704,2,arts,allowed
2795705,3,arts,allowed
2795741,1,commerce,allowed
2795742,2,commerce,allowed
2795743,3,commerce,allowed
2795747,1,science,allowed
2795748,2,science,allowed
2795749,3,science,allowed
2795757,1,arts,allowed
2795758,2,arts,allowed
2795759,3,arts,allowed
2795760,1,science,allowed
2795761,2,science,allowed
2795762,3,science,allowed
2795799,1,physics,allowed
2795800,2,physics,allowed
2795801,3,physics,allowed
2795866,1,engineering,allowed
2795867,2,engineering,allowed
2795868,3,engineering,allowed
2795869,4,engineering,allowed
2795884,1,electronics and instrumentation,not allowed
2795885,2,electronics and instrumentation,not allowed
2795886,3,electronics and instrumentation,not allowed
2795887,4,electronics and instrumentation,not allowed
2795895,1,maths,allowed
2795909,1,sanskrit,allowed
2795922,1,architecture,not allowed
2795923,2,architecture,not allowed
2795928,1,english,allowed
2795929,2,english,allowed
2795930,1,physics,allowed
2795931,2,physics,allowed
